Player,Site,Hands,VPIP,PFR,CC,Limp nSB,3Bet nAI,F3Bet,WTSD no AI%,WWSF no AI,WS HU,LS HU,WN HU,LN HU,Bet R HU,Fold to R Bet HU,All-In Adj BB/100,EV -60bb,NonSD,BB Won,Cluster
HHamburg115,888 Poker,710,36.72,20.26,23.44,2.07,7.62,19.05,32.38,42.38,7.53,21.51,36.56,34.41,60.0,54.17,-32.79,93.5,38.11,-536.37,11
Matu_,888 Poker,710,18.13,13.93,7.89,0.0,3.98,33.33,20.31,42.19,7.5,5.0,40.0,47.5,16.67,100.0,-8.32,-7.67,-21.35,-21.66,16
Cashinn,888 Poker,709,58.18,7.14,52.13,54.58,2.88,0.0,39.12,40.0,17.59,16.67,36.11,29.63,60.32,42.11,-64.75,-40.11,14.81,-597.56,12
FelipePDQ,888 Poker,709,21.43,16.27,4.35,0.0,1.56,63.64,26.32,56.58,14.29,11.11,42.86,31.75,20.0,20.0,4.84,-1.32,-10.5,215.5,0
Striker96,888 Poker,709,11.08,5.6,2.21,6.51,0.96,0.0,22.73,43.18,12.0,12.0,48.0,28.0,57.14,0.0,-11.67,-10.56,-20.88,64.78,18
GANG20,888 Poker,709,15.36,8.16,7.64,1.8,4.29,40.0,25.32,36.71,7.69,15.38,35.9,41.03,29.41,57.14,-8.88,-13.38,-13.88,-148.05,18
Jeancarlo69,888 Poker,709,24.5,17.49,14.14,0.89,3.11,73.68,43.48,41.3,14.52,20.97,24.19,40.32,17.39,44.44,2.06,5.28,-13.32,9.55,7
gnaveren,888 Poker,708,46.23,16.49,26.09,22.97,4.09,14.29,34.33,37.34,11.61,21.43,31.25,35.71,61.7,40.0,-32.7,-25.02,-2.99,-390.7,2
Jelor777,888 Poker,708,32.71,14.96,29.13,7.8,5.2,45.0,28.29,42.11,12.31,10.77,44.62,32.31,34.48,52.94,-1.26,-4.04,-13.35,-24.97,0
ugsman,888 Poker,708,21.73,14.24,8.5,0.0,4.65,0.0,35.34,35.34,15.71,22.86,28.57,32.86,37.5,33.33,-39.93,-5.13,-19.84,-239.5,14
Lukeyroe7,888 Poker,708,46.02,9.08,30.53,45.45,3.09,8.33,28.33,40.83,13.71,16.94,32.26,37.1,67.24,40.0,2.03,-4.33,-0.82,168.21,12
mOns3s,888 Poker,708,40.31,7.86,29.63,34.06,4.69,25.0,33.33,32.1,18.52,20.99,20.99,39.51,32.35,64.71,5.8,6.43,-17.76,-42.09,15
Jossopain,888 Poker,708,14.1,8.91,5.26,0.0,3.5,44.44,22.67,30.67,12.12,15.15,36.36,36.36,57.14,50.0,-35.19,-5.18,-29.47,-302.49,18
Pokerface81,888 Poker,708,36.14,14.43,17.98,13.94,4.26,18.18,26.07,45.5,16.67,16.67,46.43,20.24,65.0,80.0,27.26,39.9,11.22,320.78,11
CalDaGrinder,888 Poker,708,33.81,20.17,23.28,2.02,7.18,29.41,23.64,31.52,15.19,13.92,25.32,45.57,41.18,75.0,-107.9,-106.76,-45.58,-780.24,6
Skandinav8,888 Poker,708,30.5,13.42,28.79,4.35,1.02,22.22,26.42,30.82,14.49,10.14,23.19,52.17,27.27,41.18,-38.63,-21.21,-35.44,-426.71,1
Archer97,888 Poker,708,40.82,12.37,35.45,23.03,3.64,50.0,26.36,51.46,11.22,7.14,52.04,29.59,58.7,50.0,10.86,12.13,-2.85,70.11,13
nikefabi,888 Poker,708,43.97,22.05,22.22,13.82,10.85,16.67,33.33,47.22,13.08,20.77,41.54,24.62,80.33,43.75,-101.73,-76.65,-17.6,-730.99,9
BigDean26,888 Poker,708,31.44,17.23,11.94,5.41,6.25,44.44,32.14,42.86,17.81,16.44,35.62,30.14,36.11,27.27,-8.24,-22.29,-10.13,-326.18,19
Bucky9000,888 Poker,708,39.94,20.0,26.89,8.98,5.5,14.29,31.28,42.05,13.08,17.69,32.31,36.92,53.33,71.43,-34.06,23.18,4.95,-295.92,6
seanien,888 Poker,708,38.89,11.31,21.28,31.78,4.03,0.0,31.03,44.25,10.64,15.96,42.55,30.85,65.22,50.0,-21.3,-15.54,-6.14,-100.61,2
kingfold,888 Poker,707,41.34,22.04,30.86,9.97,4.2,50.0,27.7,34.27,18.75,14.29,22.32,44.64,26.19,56.67,37.35,30.8,-20.12,321.26,6
MosbocKK,888 Poker,707,26.29,18.86,13.76,0.7,9.68,38.89,28.44,46.79,20.0,20.0,42.0,18.0,45.83,22.22,11.62,-5.08,-2.28,-39.26,19
yanerz9113,888 Poker,707,31.66,17.04,20.59,4.62,4.7,25.0,32.7,42.14,15.91,18.18,36.36,29.55,36.17,52.63,-26.08,-48.9,-22.6,-3.95,19
charliechin,888 Poker,707,12.41,9.43,1.8,2.26,1.04,0.0,43.59,41.03,26.09,17.39,21.74,34.78,50.0,25.0,-21.81,-22.48,-6.65,-217.3,14
aaallthetime,888 Poker,707,20.23,13.58,4.55,0.0,4.09,33.33,21.69,39.76,13.79,8.62,34.48,43.1,50.0,70.0,9.4,4.35,-14.25,115.55,16
Cryteck17,888 Poker,707,34.19,18.04,16.38,3.11,4.05,20.0,34.81,39.23,17.28,16.05,27.16,39.51,67.31,20.0,50.8,2.3,-30.0,543.25,6
Russo2024,888 Poker,707,49.64,8.19,45.6,32.65,2.05,0.0,33.68,35.74,13.64,15.45,33.64,37.27,50.0,48.57,-68.7,-45.11,-22.47,53.14,12
Delphox1,888 Poker,707,31.34,14.18,12.75,8.33,3.87,23.53,34.54,37.11,18.56,15.46,27.84,38.14,35.29,37.5,32.86,64.55,-22.04,296.69,14
krollinio,888 Poker,707,33.62,17.46,18.94,6.04,11.9,40.0,24.73,47.8,9.41,10.59,49.41,30.59,43.48,40.0,1.73,-15.26,36.2,222.86,8
5unnym4nn,888 Poker,707,28.98,17.65,11.41,2.22,6.67,52.63,29.69,42.97,12.05,16.87,33.73,37.35,60.61,33.33,3.11,-6.21,-25.16,244.97,0
Emaarek,888 Poker,706,28.06,17.86,21.21,0.0,6.4,11.11,29.41,45.38,11.84,14.47,35.53,38.16,42.31,55.56,25.02,18.15,1.57,264.52,6
Sutden,888 Poker,706,35.1,10.36,26.67,24.37,3.95,0.0,36.93,43.18,13.13,22.22,38.38,26.26,44.12,68.75,-20.49,-21.15,-5.56,-50.79,2
ToMcKu,888 Poker,706,21.78,13.51,16.85,0.31,0.65,14.29,26.53,38.78,14.89,12.77,25.53,46.81,45.45,57.14,-3.87,-16.65,-15.26,-42.75,1
Engeli22,888 Poker,706,33.14,15.45,23.08,8.57,2.05,14.29,28.86,42.79,18.29,8.54,41.46,31.71,47.5,36.36,20.89,55.8,-13.65,111.04,11
AKainer,888 Poker,706,21.84,9.14,7.2,8.36,2.58,7.69,31.19,44.95,21.05,15.79,38.6,24.56,68.18,37.5,-13.05,6.96,-16.41,-187.06,14
TripleD94,888 Poker,706,34.45,23.72,10.96,12.97,7.2,14.29,29.57,53.04,13.11,9.84,49.18,27.87,62.5,33.33,-8.31,-5.04,23.5,21.91,11
Jordanator94,888 Poker,706,33.57,19.31,14.58,3.13,1.79,58.33,23.53,44.44,9.86,11.27,40.85,38.03,71.43,21.43,23.37,15.6,-15.88,281.33,11
jrbarbosa03,888 Poker,706,21.13,15.79,7.69,0.0,10.55,47.06,28.74,47.13,16.67,11.11,38.89,33.33,68.42,57.14,17.12,4.84,1.94,-26.45,0
KKingJames23,888 Poker,706,26.71,18.96,8.4,0.0,3.76,46.15,28.16,41.75,18.92,9.46,28.38,43.24,31.03,77.78,-17.18,-12.83,-15.17,-9.56,16
Gilmarsant,888 Poker,705,26.74,15.09,21.26,3.21,2.22,55.56,34.31,37.96,19.23,13.46,32.69,34.62,41.94,25.0,4.38,12.93,-18.82,4.94,7
Prinsessen02,888 Poker,705,32.19,10.19,19.79,11.18,2.38,14.29,25.14,31.28,11.69,11.69,32.47,44.16,33.33,64.29,17.57,19.3,-38.95,-205.26,13
Melaniii,888 Poker,705,28.61,15.95,17.09,3.85,4.49,38.46,34.93,43.15,19.12,17.65,39.71,23.53,60.0,62.5,-31.38,34.04,-0.37,-457.72,19
Ruudplayer,888 Poker,705,36.04,21.71,22.58,1.27,1.61,17.65,25.48,46.5,14.29,16.88,40.26,28.57,50.0,33.33,-6.27,-3.5,6.37,-235.96,11
leekingman,888 Poker,705,23.46,18.36,5.94,1.34,5.06,36.36,24.69,45.68,20.93,4.65,41.86,32.56,55.56,100.0,-7.71,0.29,-5.4,16.22,3
Quikker7,888 Poker,705,44.59,22.47,26.61,13.1,5.41,26.67,34.86,42.86,10.59,20.0,43.53,25.88,51.61,20.0,-26.13,-24.71,3.63,-294.1,9
kimora17,888 Poker,704,25.14,17.3,9.74,0.0,5.99,50.0,30.48,44.76,21.31,8.2,37.7,32.79,22.73,50.0,16.69,33.69,-15.85,367.46,7
19TAL16,888 Poker,704,40.2,25.45,16.82,8.81,5.63,6.25,33.55,49.68,12.66,22.78,45.57,18.99,70.97,50.0,-61.0,-26.39,0.76,-339.79,9
urbilein,888 Poker,704,38.14,17.16,18.42,19.6,3.47,18.75,27.37,48.04,4.42,18.58,41.59,35.4,47.83,63.64,-22.39,-18.9,-0.45,-137.06,2
Gnometree,888 Poker,704,44.83,12.19,27.05,38.57,4.81,50.0,35.86,38.4,24.74,14.43,27.84,32.99,28.3,36.36,-8.32,-10.28,-25.21,-29.17,15
mardukII,888 Poker,704,18.82,10.19,9.66,5.94,1.92,14.29,18.18,29.87,8.57,11.43,25.71,54.29,70.0,100.0,-18.85,9.1,-15.98,-9.79,16
thetaker67,888 Poker,703,24.29,13.19,19.01,7.56,4.47,60.0,29.23,38.46,25.45,10.91,32.73,30.91,39.13,18.18,-38.86,38.65,-14.6,-307.79,7
FillGood420,888 Poker,703,31.0,17.9,11.72,3.88,5.26,6.67,21.95,42.07,11.69,10.39,44.16,33.77,68.57,63.64,28.22,42.06,10.79,-198.24,11
SanyaRock,888 Poker,703,24.75,16.49,10.16,0.63,4.89,33.33,24.55,41.82,13.64,10.61,37.88,37.88,41.18,40.0,-16.01,-40.44,0.49,-210.22,10
Crasyleds14,888 Poker,703,26.54,4.86,20.2,21.84,0.7,31.82,30.72,35.29,14.0,22.0,26.0,38.0,52.0,75.0,-11.9,-22.56,-11.79,-545.93,13
ColonHervey,888 Poker,703,28.78,19.79,11.81,3.13,8.5,29.41,25.58,42.64,13.75,13.75,30.0,42.5,54.84,90.91,-22.7,-19.37,-13.18,-128.38,3
Cuan83,888 Poker,703,27.67,14.24,16.98,0.0,3.33,42.86,32.26,38.71,23.08,10.77,33.85,32.31,38.71,57.89,3.08,7.71,-34.41,150.24,7
paholich,888 Poker,703,23.0,14.7,11.82,1.01,4.05,80.0,24.79,41.88,18.52,3.7,42.59,35.19,60.0,66.67,26.94,25.9,-17.22,156.38,3
turist007,888 Poker,703,30.57,13.95,15.25,7.64,2.75,20.0,23.57,39.49,16.13,11.29,37.1,35.48,58.62,90.0,34.64,31.3,-17.45,185.46,18
Emilsjolie,888 Poker,703,18.31,14.02,2.96,0.0,6.63,60.0,32.22,55.56,14.55,18.18,49.09,18.18,56.52,33.33,-28.97,8.61,6.91,-84.87,0
Braed,888 Poker,703,25.39,16.29,9.24,0.31,3.72,14.29,27.27,44.63,12.64,11.49,34.48,41.38,44.0,23.08,-25.46,-20.6,1.5,-164.0,18
GGava007,888 Poker,702,29.9,9.06,20.97,20.89,0.0,60.0,19.01,34.51,10.0,11.67,33.33,45.0,30.0,40.0,-22.37,-14.36,-30.72,-86.34,13
Attro,888 Poker,702,17.32,15.25,2.7,0.0,3.64,10.0,19.3,26.32,11.11,11.11,20.0,57.78,30.0,50.0,3.53,12.41,-12.3,236.67,1
Gotemba,888 Poker,702,20.98,18.17,0.93,0.0,1.05,60.0,23.91,34.78,5.41,13.51,24.32,56.76,28.57,100.0,-2.03,-2.03,-5.85,38.03,16
nicehandbob,888 Poker,702,19.17,6.94,12.12,4.53,1.41,33.33,18.0,25.0,0.0,14.71,32.35,52.94,41.67,100.0,-27.76,-26.41,-19.06,-207.35,16
Kinglou50,888 Poker,702,28.69,7.34,15.93,16.85,5.05,100.0,32.53,38.55,13.7,16.44,34.25,35.62,59.38,75.0,-62.02,-53.43,-22.79,-484.14,3
Alinka1212,888 Poker,701,45.19,7.76,36.36,34.34,1.42,50.0,32.81,38.74,16.43,13.57,25.0,45.0,30.77,40.0,-6.16,-8.64,-38.21,-107.92,15
STR8_FOLD,888 Poker,701,43.52,13.28,25.18,25.18,6.19,20.0,31.08,42.23,17.7,15.93,31.86,34.51,39.71,45.16,-2.34,-89.27,-5.66,-391.92,2
Robsonb750,888 Poker,701,32.56,3.28,24.72,34.25,1.32,31.82,27.6,39.58,20.0,13.75,35.0,31.25,45.45,54.55,-46.12,-25.61,-17.67,-371.51,15
Koutros,888 Poker,701,19.51,10.06,16.67,0.62,3.41,25.0,36.9,44.05,28.57,4.76,30.95,35.71,19.23,70.0,6.33,5.1,-16.2,113.16,1
NilsLinde,888 Poker,701,38.78,24.12,23.16,2.25,6.21,34.78,28.49,46.93,16.67,12.5,35.42,35.42,47.5,38.46,-2.93,30.55,0.72,55.82,6
AMG34,888 Poker,701,17.86,9.49,12.39,0.0,3.75,8.33,24.47,31.91,16.67,10.0,30.0,43.33,52.38,71.43,-11.51,-16.64,-9.45,110.99,18
SKovalchuk,888 Poker,701,45.6,27.98,31.97,1.95,6.84,39.02,28.34,47.59,16.5,14.56,37.86,31.07,68.63,71.43,6.6,-1.78,16.49,109.47,9
MogulKahn,888 Poker,701,22.13,12.25,12.5,0.0,3.7,55.56,23.2,36.0,12.86,14.29,35.71,37.14,65.22,58.33,-48.51,-63.93,-35.08,-351.04,18
alexpok235,888 Poker,701,17.05,10.2,10.2,0.0,3.7,12.5,29.67,38.46,19.05,11.9,28.57,40.48,13.64,40.0,33.82,1.53,-15.92,313.53,1
Majojo3,888 Poker,700,44.17,16.91,28.74,24.25,3.25,14.29,24.08,44.49,13.45,14.29,43.7,28.57,80.43,29.41,-27.53,-13.76,13.46,-239.37,2
bennnyR,888 Poker,700,30.32,16.35,14.17,1.35,1.1,40.0,32.87,41.26,20.0,12.86,34.29,32.86,54.55,6.67,10.75,0.06,-13.31,180.67,19
beirnseyboy,888 Poker,700,28.8,9.82,13.19,15.99,1.32,28.57,29.34,36.53,14.63,12.2,29.27,43.9,50.0,75.0,-16.1,-15.19,-20.33,2.8,13
priestley_8,888 Poker,700,39.14,5.11,21.43,36.89,1.49,0.0,33.19,43.53,10.28,23.36,42.06,24.3,58.0,25.0,5.31,-31.02,15.62,-50.67,2
harvey1964,888 Poker,700,34.43,2.59,28.57,33.95,1.2,0.0,33.64,33.64,12.99,20.78,32.47,33.77,42.86,30.0,22.58,6.91,-13.28,-151.37,15
dmitrik333,888 Poker,700,34.49,13.57,31.07,12.42,3.0,11.11,33.14,49.71,20.2,17.17,41.41,21.21,32.0,47.37,-1.97,-17.47,16.38,-167.08,19
lalablue,888 Poker,699,29.41,16.11,23.53,1.11,4.22,50.0,25.53,42.55,20.75,5.66,43.4,30.19,33.33,44.44,26.38,8.29,-0.95,186.78,10
nzlegal,888 Poker,699,22.99,15.27,6.77,0.0,3.59,62.5,19.61,37.25,13.11,13.11,34.43,39.34,57.69,62.5,-53.36,-14.08,-57.19,-333.84,3
72DC19,888 Poker,699,16.93,12.48,6.84,4.28,0.48,40.0,26.53,57.14,22.22,7.41,40.74,29.63,77.78,50.0,17.63,15.4,-0.59,5.86,18
Joc1212,888 Poker,699,41.51,19.67,30.53,17.77,8.16,12.5,25.79,35.79,7.62,15.24,34.29,42.86,50.0,70.0,-63.28,-28.94,-2.88,-531.57,2
papaulifcb,888 Poker,699,28.57,19.85,9.01,5.32,0.61,37.5,30.12,43.37,15.79,15.79,39.47,28.95,26.67,28.57,-7.86,-7.88,-5.93,-63.19,19
jobobigfish,888 Poker,699,28.51,21.8,6.93,1.59,9.93,40.91,35.96,42.98,20.9,10.45,35.82,32.84,60.71,16.67,-42.08,40.04,-18.16,-305.3,4
Shura_Bald,888 Poker,699,21.01,10.67,11.03,2.72,3.11,44.44,37.5,36.54,25.49,15.69,19.61,39.22,17.65,85.71,-8.1,-30.29,-26.87,140.94,1
Viggootto,888 Poker,699,38.59,14.58,26.67,22.45,0.63,28.57,37.43,40.94,21.62,18.92,24.32,35.14,25.0,66.67,-2.92,11.2,-24.95,-270.54,15
Silweck,888 Poker,698,21.47,10.93,10.0,0.32,3.74,33.33,18.8,38.46,14.29,10.2,38.78,36.73,54.55,44.44,15.82,-2.87,-5.94,196.03,18
Limperfishi,888 Poker,698,21.66,14.86,14.18,0.0,4.93,40.0,30.77,47.12,17.86,8.93,41.07,32.14,35.0,40.0,4.23,9.55,7.83,-180.11,7
virgilpopa64,888 Poker,698,40.23,6.06,27.68,35.15,0.61,31.82,30.81,28.91,17.5,18.75,18.75,45.0,45.71,50.0,-30.95,-8.46,-39.69,180.4,15
Emiratas,888 Poker,698,44.3,14.98,27.41,18.88,5.85,6.25,29.46,43.98,9.17,18.35,44.04,28.44,71.43,26.67,44.44,5.52,15.19,283.59,2
numbpro,888 Poker,698,23.1,17.08,11.57,0.0,7.1,53.85,23.21,41.07,10.91,16.36,38.18,34.55,30.77,50.0,17.49,-4.97,-11.79,59.15,0
Iago.WHU,888 Poker,697,16.26,2.3,15.65,15.99,0.54,31.82,38.04,38.04,31.82,13.64,13.64,40.91,25.0,42.86,-15.2,-14.74,-36.57,-95.8,17
ilovefish888,888 Poker,697,19.16,9.14,10.94,0.38,0.56,33.33,31.48,36.11,8.51,19.15,36.17,36.17,31.58,71.43,-45.5,1.07,-21.17,-387.27,18
BamseSlayer6,888 Poker,697,58.53,42.81,22.73,12.03,19.59,11.11,36.53,43.11,19.54,21.84,31.03,27.59,55.88,21.43,-121.45,-32.99,31.7,-421.8,9
Invented21st,888 Poker,697,27.14,19.05,12.38,1.88,5.56,23.53,32.98,44.68,22.22,15.56,35.56,26.67,41.18,30.77,-1.04,3.6,-3.32,170.72,19
ayala999,888 Poker,697,23.12,15.84,12.21,0.0,2.63,50.0,31.25,38.54,17.86,14.29,32.14,35.71,13.33,57.14,-0.76,3.63,-26.14,172.07,7
MaraGee,888 Poker,697,23.87,17.0,7.86,0.32,4.93,18.18,21.74,42.03,7.14,16.67,45.24,30.95,47.06,71.43,-18.03,-13.67,-8.62,-245.5,11
bbycory,888 Poker,697,33.05,13.47,15.45,16.23,2.98,46.15,28.39,38.06,17.81,10.96,26.03,45.21,20.0,57.89,-2.59,-26.55,-18.66,110.38,17
Krenow03,888 Poker,697,37.46,10.76,27.97,21.0,3.17,10.0,32.31,49.23,12.0,18.0,40.0,30.0,69.81,52.38,-34.84,7.87,16.21,-460.27,2
salvation02,888 Poker,697,16.98,7.33,5.07,3.96,1.44,33.33,13.58,30.86,6.82,6.82,36.36,50.0,54.55,100.0,-44.75,-8.02,-27.21,-34.17,16
MULLA03,888 Poker,697,37.48,4.15,25.81,40.88,0.71,33.33,27.48,32.43,14.71,13.24,35.29,36.76,56.82,57.89,15.85,-21.8,-42.54,136.13,12
JR011,888 Poker,696,26.59,18.03,8.96,0.0,2.48,37.5,32.35,36.27,16.39,14.75,26.23,42.62,35.48,53.85,-22.13,-14.41,-17.81,-97.32,1
ArmCollector,888 Poker,696,35.79,21.27,22.76,0.0,6.42,37.5,34.08,57.54,18.28,18.28,45.16,18.28,71.88,23.53,52.77,44.23,77.28,560.57,4
MindLess0,888 Poker,696,25.72,12.01,17.43,1.01,3.53,12.5,25.49,46.41,19.77,9.3,34.88,36.05,65.96,40.0,10.95,2.82,5.21,-194.77,18
Ashman400,888 Poker,696,34.63,14.97,24.39,4.9,4.0,33.33,29.55,42.61,18.89,12.22,32.22,36.67,47.62,26.09,15.23,27.4,-4.63,69.25,6
brunomelo92,888 Poker,696,22.42,17.47,5.21,0.0,4.23,45.45,30.93,43.3,18.37,16.33,30.61,34.69,30.43,18.18,21.29,23.63,-19.51,-58.9,7
Paradigm21,888 Poker,696,20.38,15.13,4.24,0.92,3.13,20.0,26.09,44.93,15.56,13.33,37.78,33.33,72.22,66.67,-15.01,-10.98,-15.35,-195.59,18
Schmidt86,888 Poker,696,19.86,19.06,2.38,0.32,0.84,0.0,30.0,55.0,18.18,18.18,45.45,18.18,100.0,50.0,7.29,7.29,2.47,-27.46,11
dwarfkilla,888 Poker,696,20.0,9.9,11.57,12.98,2.12,0.0,23.86,52.27,0.0,18.6,53.49,27.91,64.29,50.0,19.57,7.35,2.05,189.88,11
DummBabbler,888 Poker,696,23.19,2.22,20.14,22.89,0.0,0.0,28.99,36.96,10.45,16.42,25.37,47.76,34.62,44.44,-26.95,-6.7,-29.23,-198.15,17
Foszi68,888 Poker,696,19.42,1.79,13.48,21.92,0.68,0.0,35.45,36.36,33.33,15.69,9.8,41.18,29.03,58.33,0.61,-7.51,-37.25,-11.51,17
Ibbza,888 Poker,696,17.72,11.19,8.93,0.34,1.72,50.0,24.1,37.35,14.29,6.12,28.57,51.02,57.89,66.67,12.49,-13.95,-20.07,103.27,16
AQfoi,888 Poker,695,24.93,16.86,11.72,0.0,5.97,57.89,24.72,42.7,9.26,16.67,31.48,42.59,45.0,54.55,10.43,12.79,-0.71,102.78,10
mjmooring,888 Poker,695,48.11,11.53,25.77,34.08,8.07,0.0,21.66,45.49,10.32,10.32,47.62,31.75,84.13,35.29,1.22,-7.63,11.27,-112.77,2
SkettyBoo,888 Poker,695,18.99,11.47,9.7,1.69,4.62,60.0,31.63,36.73,12.77,14.89,36.17,36.17,55.56,66.67,35.5,-6.31,-44.98,279.46,18
Handviking,888 Poker,695,24.12,13.74,8.53,8.61,5.96,23.08,23.66,59.14,13.43,8.96,53.73,23.88,47.62,60.0,8.38,-5.77,0.36,26.85,11
JokubauskasR,888 Poker,695,27.39,19.85,16.28,0.32,6.62,25.0,34.27,60.14,16.85,21.35,49.44,12.36,47.73,44.44,12.75,-7.68,31.76,168.5,19
balingeR,888 Poker,695,24.06,13.68,11.22,2.31,1.88,70.59,29.03,37.1,8.57,12.86,34.29,44.29,50.0,83.33,5.82,9.16,-20.02,-9.03,16
caution1210,888 Poker,695,22.03,14.01,9.24,0.66,2.14,54.55,30.0,35.56,14.89,14.89,31.91,38.3,30.0,58.33,-15.99,-12.69,-28.28,-100.5,7
V3TDTD,888 Poker,695,34.54,5.32,16.67,25.86,0.65,0.0,26.19,40.95,10.99,16.48,36.26,36.26,68.18,35.71,11.95,28.63,-3.0,242.93,13
nazor11,888 Poker,695,38.21,9.76,30.51,29.06,1.15,20.0,28.8,39.27,15.94,13.04,27.54,43.48,37.84,50.0,19.14,-21.87,-7.3,74.65,15
Taushkius,888 Poker,695,45.31,7.83,42.2,39.29,4.62,0.0,28.57,28.21,15.6,16.51,19.27,48.62,33.33,51.52,-48.07,-61.82,-55.54,-341.19,12
JesseJames48,888 Poker,695,8.68,3.54,4.84,4.84,1.47,33.33,18.87,41.51,7.14,10.71,39.29,42.86,60.0,100.0,-26.72,-21.94,-23.01,-203.99,18
Ell1904,888 Poker,695,31.5,16.27,14.68,8.48,3.59,0.0,26.53,37.41,13.43,11.94,46.27,28.36,70.83,25.0,-1.23,9.42,-16.39,-75.94,11
theboss1651,888 Poker,694,37.68,9.87,31.36,29.33,2.75,0.0,31.05,35.62,18.39,19.54,25.29,36.78,39.13,52.94,-14.9,-17.98,-29.59,-500.15,15
WATERGUN016,888 Poker,694,25.15,15.12,13.79,0.65,3.98,0.0,26.36,34.88,14.75,18.03,29.51,37.7,40.0,40.0,-81.55,-2.36,-6.87,-446.4,14
Kasca_grossa,888 Poker,694,36.76,4.96,23.47,33.9,1.19,0.0,31.16,44.65,19.78,12.09,43.96,24.18,54.24,56.25,0.58,17.75,-0.78,232.34,13
goLastdance,888 Poker,694,42.59,29.26,26.05,1.08,13.53,34.48,30.69,47.62,11.49,16.09,42.53,29.89,57.45,43.75,-4.22,-19.62,18.66,138.51,9
BeaPkrWinner,888 Poker,694,25.14,17.3,11.02,0.0,9.52,37.5,29.57,43.48,15.0,11.67,40.0,33.33,23.08,43.75,-10.15,-26.78,-2.21,-303.05,5
Arzheim13,888 Poker,694,30.9,8.61,18.63,24.13,1.58,16.67,24.32,49.73,12.2,6.1,51.22,30.49,45.71,57.89,-47.69,-153.16,13.67,-421.52,13
jopski1,888 Poker,694,23.04,12.94,16.81,0.97,3.11,70.0,33.64,44.86,23.44,14.06,34.38,28.13,25.81,54.55,-8.75,-27.59,-6.1,-7.63,7
Aceofspades_,888 Poker,694,27.91,19.94,7.55,0.69,6.67,41.67,36.64,41.22,18.99,17.72,30.38,32.91,38.24,43.48,1.52,78.35,-14.93,-119.65,19
TonMora,888 Poker,694,18.04,10.01,9.4,0.72,1.23,33.33,34.34,43.43,9.52,21.43,42.86,26.19,30.77,20.0,-83.69,-16.7,-8.67,-724.08,19
WhiskeyPure,888 Poker,694,24.75,19.82,7.21,0.0,11.9,53.33,29.09,52.73,10.77,20.0,49.23,20.0,76.19,40.0,-6.56,-12.69,27.48,152.19,4
casual_win,888 Poker,694,26.55,18.07,8.57,1.25,6.45,44.44,34.75,41.53,15.0,22.5,27.5,35.0,37.5,30.77,-37.53,-20.83,-22.79,-342.1,19
5hundred12,888 Poker,694,26.19,10.5,14.29,7.89,3.86,85.71,21.53,31.94,16.18,7.35,35.29,41.18,56.0,75.0,-24.47,6.92,-29.61,-95.71,16
LynxyyCS,888 Poker,694,15.22,13.11,2.14,0.0,2.06,50.0,28.57,34.29,5.0,20.0,30.0,45.0,37.5,50.0,-3.75,-4.54,-12.07,-138.83,18
AndrDgh,888 Poker,694,27.62,16.42,21.78,0.36,8.33,33.33,40.14,32.39,27.69,21.54,16.92,33.85,16.13,44.44,-14.24,26.67,-41.64,-267.18,14
BERNCARD,888 Poker,693,17.68,7.34,4.08,6.4,1.16,0.0,31.58,46.05,19.57,10.87,32.61,36.96,20.0,0.0,-4.14,-3.42,-14.66,-3.36,14
Saufamuasch,888 Poker,693,32.08,11.93,21.49,10.32,3.13,22.22,24.56,44.44,7.78,13.33,41.11,37.78,93.75,42.86,-0.59,-23.58,11.0,-31.51,11
RYANROCHA01,888 Poker,693,22.22,14.75,11.86,0.0,5.16,38.46,23.89,43.36,11.76,13.73,39.22,35.29,40.0,81.82,12.9,9.17,-5.03,-4.49,3
ViktorGre4,888 Poker,693,17.54,4.97,14.02,15.9,1.21,33.33,35.29,39.22,24.39,19.51,29.27,26.83,34.62,60.0,-24.27,-77.2,-9.41,-45.28,14
EBOZ11,888 Poker,693,31.06,17.62,17.53,7.96,6.37,30.77,30.9,41.57,13.48,17.98,37.08,31.46,38.78,61.54,15.37,15.86,-8.36,152.17,6
PassazhirLV,888 Poker,693,35.32,22.58,20.19,1.34,6.98,35.29,26.98,57.14,13.08,14.02,56.07,16.82,29.63,38.1,24.81,50.67,11.01,-45.46,4
daydrea9,888 Poker,693,32.7,20.72,12.31,0.0,3.45,33.33,25.98,44.09,15.49,12.68,38.03,33.8,53.85,71.43,-19.92,5.45,13.24,-190.75,5
WellEsti,888 Poker,693,23.88,6.25,15.83,16.55,3.95,0.0,33.04,45.54,15.69,13.73,41.18,29.41,64.0,28.57,25.27,22.09,-3.58,191.02,13
piguimdq,888 Poker,693,34.93,3.27,28.72,28.95,0.64,0.0,40.09,46.4,20.65,11.96,28.26,39.13,34.78,25.93,97.56,61.2,-23.87,595.13,15
WildEspinaca,888 Poker,693,25.47,14.06,14.39,0.0,2.8,50.0,23.02,41.27,11.69,11.69,29.87,46.75,54.84,50.0,6.98,-5.81,-2.49,-80.29,16
sasul30,888 Poker,693,32.31,11.31,22.43,20.56,3.11,50.0,30.65,36.02,18.31,21.13,23.94,36.62,38.64,33.33,0.06,23.22,-24.54,-293.72,15
